sample_id,dept_code,zone,division,section_id,section_encoded,track_type_encoded,from_km,to_km,km_span,elementary_section_id,defect_type,defect_severity_score,days_overdue,work_category,demanded_duration_mins,power_cut_required,traffic_cut_required,tower_wagon_required,traffic_density_trains_per_day,coa_available_free_slot_mins,concurrent_engg_block_available,concurrent_engg_block_overlap_pct,peak_hours_conflict,ambient_temp_factor,speed_risk_factor,urgency_score
ML-GEN-00291,"TRD","CR","BSL","KYN-BSL",386,0,124.165,128.618,4.454,"ES-C51B","CANTILEVER_MISALIGN",0.5086,7,"DEFECT_ATTENDANCE",155,1,1,1,88,138,1,0.75,0,0.208,0.876,0.599
ML-GEN-01100,"TRD","CR","BSL","KYN-BSL",386,1,172.172,174.389,2.217,"ES-C51A","JUMPER_HOTSPOT",0.8213,15,"AOH_SCHEDULE",131,1,1,1,84,173,1,0.73,0,0.629,0.41,0.6559
ML-GEN-00067,"TRD","CR","BSL","KYN-BSL",386,0,357.564,361.603,4.039,"ES-C50B","INSULATOR_FLASHOVER",0.8119,16,"AOH_SCHEDULE",208,1,1,1,97,138,1,0.75,0,0.479,0.78,0.6821
ML-GEN-02490,"TRD","NR","DLI","NDLS-GZB",823,1,21.773,23.72,1.947,"ES-D01A","NEUTRAL_PTFE",0.5164,5,"AOH_SCHEDULE",169,1,1,1,163,35,1,0.79,0,0.39,0.565,0.6087
ML-GEN-00866,"TRD","NR","DLI","GZB-MB",515,1,35.411,40.06,4.649,"ES-D04B","CW_WEAR",0.5334,13,"PREVENTIVE_MAINT",83,1,1,1,110,78,1,0.86,1,0.458,0.86,0.6266
ML-GEN-00693,"TRD","CR","BSL","KYN-BSL",386,1,124.718,127.887,3.168,"ES-C50A","CW_WEAR",0.8799,49,"EMERGENCY_REPAIR",81,1,1,1,100,163,1,0.87,0,0.163,0.828,0.7298
ML-GEN-02083,"TRD","NR","DLI","NDLS-PWL",389,1,36.752,38.703,1.951,"ES-D06A","DROPPER_DEFECTIVE",0.566,51,"AOH_SCHEDULE",186,1,1,1,99,86,1,0.58,0,0.171,0.871,0.7078
ML-GEN-01095,"TRD","ECR","DNR","BXR-DNR",655,0,610.16,612.667,2.507,"ES-09B","CW_WEAR",0.7732,12,"EMERGENCY_REPAIR",91,1,1,1,95,144,1,0.81,0,0.589,0.405,0.6464
ML-GEN-00326,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.883,547.037,1.154,"ES-19A","CW_WEAR",0.7826,9,"POH_SCHEDULE",193,1,1,1,136,71,0,0,1,0.641,0.857,0.6454
ML-GEN-00381,"TRD","CR","BSL","BSL-NGP",465,0,731.512,732.815,1.304,"ES-C54A","JUMPER_HOTSPOT",0.8503,19,"FOOT_PATROL",68,1,1,1,68,171,0,0,0,0.686,0.412,0.6658
ML-GEN-02286,"TRD","WR","BCT","BCT-BVI",543,0,41.815,46.498,4.683,"ES-W41A","BIRD_MENACE",0.9586,13,"POH_SCHEDULE",80,1,1,1,230,30,0,0,0,0.105,0.512,0.623
ML-GEN-01093,"TRD","WR","BCT","BCT-BVI",543,1,3.368,5.221,1.854,"ES-W41A","CW_WEAR",0.8284,9,"PREVENTIVE_MAINT",140,1,1,1,279,30,1,0.69,0,0.335,0.531,0.6323
ML-GEN-00319,"TRD","NR","DLI","NDLS-PWL",389,1,20.826,21.974,1.148,"ES-D07B","ANTICREEP_DEFECT",0.4694,11,"DEFECT_ATTENDANCE",129,1,1,1,101,118,0,0,0,0.405,0.741,0.6203
ML-GEN-02144,"TRD","WR","BCT","BVI-VR",208,1,98.198,99.817,1.62,"ES-W44B","JUMPER_HOTSPOT",0.9048,12,"DEFECT_ATTENDANCE",68,1,1,0,232,30,1,0.77,0,0.401,0.843,0.6715
ML-GEN-01757,"TRD","NR","DLI","GZB-MB",515,1,58.004,61.944,3.94,"ES-D05B","CW_WEAR",0.4872,14,"DEFECT_ATTENDANCE",120,1,1,1,138,110,1,0.79,0,0.739,0.447,0.6373
ML-GEN-02409,"TRD","NR","DLI","NDLS-GZB",823,0,17.984,20.3,2.316,"ES-D03A","INSULATOR_FLASHOVER",0.9149,11,"FOOT_PATROL",92,1,1,1,163,65,1,0.77,1,0.239,0.416,0.6412
ML-GEN-00684,"TRD","WR","BCT","BCT-BVI",543,0,35.699,38.768,3.069,"ES-W40B","JUMPER_HOTSPOT",0.9641,13,"DEFECT_ATTENDANCE",95,1,1,1,277,30,0,0,0,0.391,0.416,0.6509
ML-GEN-01130,"TRD","NR","DLI","GZB-MB",515,1,45.854,48.232,2.379,"ES-D05A","CANTILEVER_MISALIGN",0.6818,8,"AOH_SCHEDULE",132,1,1,1,120,92,0,0,1,0.881,0.674,0.6295
ML-GEN-02418,"TRD","ECR","DNR","BXR-DNR",655,0,614.005,614.985,0.98,"ES-09B","CW_WEAR",0.7814,13,"AOH_SCHEDULE",120,1,1,1,88,163,0,0,0,0.272,0.595,0.6519
ML-GEN-01449,"TRD","NR","DLI","NDLS-PWL",389,1,14.069,17.747,3.678,"ES-D06A","ANTICREEP_DEFECT",0.535,17,"EMERGENCY_REPAIR",60,1,1,0,93,154,1,0.8,0,0.795,0.724,0.6496
ML-GEN-00450,"TRD","WR","BCT","BVI-VR",208,1,102.02,102.594,0.575,"ES-W43B","CW_WEAR",0.4811,14,"EMERGENCY_REPAIR",56,1,0,0,197,30,0,0,1,0.741,0.69,0.6499
ML-GEN-02226,"TRD","WR","BCT","BCT-BVI",543,1,33.907,38.671,4.764,"ES-W41B","INSULATOR_FLASHOVER",0.8347,20,"POH_SCHEDULE",96,1,1,1,306,30,1,0.67,0,0.52,0.457,0.6685
ML-GEN-01603,"TRD","NR","DLI","NDLS-PWL",389,0,18.415,19.118,0.703,"ES-D07A","CANTILEVER_MISALIGN",0.8596,16,"EMERGENCY_REPAIR",33,1,1,0,103,109,1,0.86,1,0.771,0.663,0.6836
ML-GEN-02107,"TRD","NR","DLI","GZB-MB",515,1,52.697,56.276,3.579,"ES-D04B","CW_WEAR",0.5793,11,"EMERGENCY_REPAIR",58,1,1,0,130,61,0,0,1,0.408,0.61,0.6514
ML-GEN-01392,"TRD","CR","BSL","KYN-BSL",386,1,60.874,65.156,4.282,"ES-C52A","CW_WEAR",0.7284,51,"EMERGENCY_REPAIR",45,1,1,0,109,126,1,0.65,1,0.157,0.4,0.7112
ML-GEN-00847,"TRD","NR","DLI","GZB-MB",515,1,47.162,48.361,1.199,"ES-D04A","CANTILEVER_MISALIGN",0.8892,10,"PREVENTIVE_MAINT",135,1,1,1,106,106,0,0,0,0.839,0.532,0.6595
ML-GEN-01202,"TRD","WR","BCT","BVI-VR",208,0,89.618,90.922,1.304,"ES-W44B","INSULATOR_FLASHOVER",0.8702,13,"DEFECT_ATTENDANCE",154,1,1,1,227,30,0,0,0,0.839,0.631,0.6648
ML-GEN-00206,"TRD","WR","BCT","BVI-VR",208,0,55.79,57.996,2.206,"ES-W44B","DROPPER_DEFECTIVE",0.5001,10,"POH_SCHEDULE",138,1,1,1,199,30,0,0,0,0.113,0.601,0.6023
ML-GEN-00068,"TRD","NR","DLI","NDLS-GZB",823,1,23.605,27.632,4.026,"ES-D03A","CANTILEVER_MISALIGN",0.5399,10,"EMERGENCY_REPAIR",100,1,1,1,199,30,1,0.97,0,0.337,0.583,0.6008
ML-GEN-01041,"TRD","NR","DLI","GZB-MB",515,1,33.533,37.728,4.195,"ES-D04A","INSULATOR_FLASHOVER",0.7541,14,"PREVENTIVE_MAINT",63,1,1,0,111,105,1,0.92,0,0.679,0.695,0.6367
ML-GEN-00384,"TRD","NR","DLI","GZB-MB",515,0,40.671,41.214,0.543,"ES-D04A","CW_WEAR",0.6356,17,"FOOT_PATROL",65,1,1,0,116,133,1,0.54,0,0.772,0.512,0.6508
ML-GEN-02447,"TRD","ECR","DNR","MKA-BKP",417,1,489.452,490.606,1.153,"ES-31A","JUMPER_HOTSPOT",0.8442,15,"EMERGENCY_REPAIR",62,1,1,1,81,140,0,0,0,0.56,0.824,0.6668
ML-GEN-01611,"TRD","ECR","DNR","BXR-DNR",655,1,610.155,612.785,2.63,"ES-09C","STEADYARM_CORRODED",0.5773,10,"POH_SCHEDULE",103,1,1,1,102,132,1,0.96,0,0.419,0.803,0.6322
ML-GEN-02166,"TRD","ECR","DNR","DNR-PNBE",454,1,540.366,541.269,0.903,"ES-25A","ANTICREEP_DEFECT",0.546,13,"FOOT_PATROL",47,1,0,0,114,115,0,0,0,0.19,0.877,0.6347
ML-GEN-02268,"TRD","WR","BCT","BCT-BVI",543,1,9.402,9.986,0.584,"ES-W41B","INSULATOR_FLASHOVER",0.6764,13,"POH_SCHEDULE",153,1,1,1,254,30,1,0.96,0,0.732,0.546,0.6547
ML-GEN-00226,"TRD","CR","BSL","BSL-NGP",465,0,749.764,751.24,1.476,"ES-C53A","CANTILEVER_MISALIGN",0.7867,5,"FOOT_PATROL",88,1,1,0,71,148,1,0.73,0,0.503,0.462,0.6292
ML-GEN-02187,"TRD","NR","DLI","NDLS-PWL",389,0,25.297,27.241,1.944,"ES-D06B","NEUTRAL_PTFE",0.7053,48,"FOOT_PATROL",107,1,1,1,120,78,1,0.58,0,0.874,0.887,0.7252
ML-GEN-00865,"TRD","ECR","DNR","MKA-BKP",417,0,490.353,492.271,1.918,"ES-31B","DROPPER_DEFECTIVE",0.4976,14,"PREVENTIVE_MAINT",79,1,1,0,98,115,1,0.68,0,0.799,0.86,0.647
ML-GEN-00160,"TRD","NR","DLI","NDLS-GZB",823,1,6.214,9.008,2.793,"ES-D02A","CW_WEAR",0.5033,14,"FOOT_PATROL",102,1,1,1,166,57,1,0.92,1,0.136,0.613,0.6177
ML-GEN-00468,"TRD","CR","BSL","BSL-NGP",465,1,687.63,692.016,4.386,"ES-C54B","INSULATOR_FLASHOVER",0.8385,13,"EMERGENCY_REPAIR",67,1,1,1,80,154,1,0.83,0,0.837,0.348,0.6708
ML-GEN-00682,"TRD","WR","BCT","BVI-VR",208,1,95.069,96.752,1.684,"ES-W43B","INSULATOR_FLASHOVER",0.7132,7,"POH_SCHEDULE",93,1,1,1,138,71,1,0.74,0,0.109,0.425,0.6164
ML-GEN-01814,"TRD","ECR","DNR","BXR-DNR",655,1,612.24,613.554,1.315,"ES-09A","JUMPER_HOTSPOT",0.7289,41,"PREVENTIVE_MAINT",130,1,1,1,119,123,0,0,1,0.442,0.586,0.7008
ML-GEN-01111,"TRD","NR","DLI","NDLS-PWL",389,1,42.219,44.789,2.569,"ES-D06A","DROPPER_DEFECTIVE",0.7417,12,"EMERGENCY_REPAIR",38,1,1,1,106,108,0,0,1,0.593,0.599,0.6472
ML-GEN-01635,"TRD","NR","DLI","NDLS-PWL",389,1,32.654,36.959,4.305,"ES-D07B","JUMPER_HOTSPOT",0.8712,14,"DEFECT_ATTENDANCE",126,1,1,1,121,130,0,0,0,0.895,0.425,0.6704
ML-GEN-01167,"TRD","ECR","DNR","DNR-PNBE",454,0,541.89,543.597,1.707,"ES-25A","CW_WEAR",0.5794,7,"POH_SCHEDULE",122,1,1,1,116,117,0,0,0,0.766,0.563,0.6358
ML-GEN-01952,"TRD","CR","BSL","KYN-BSL",386,0,166.619,171.52,4.902,"ES-C51B","INSULATOR_FLASHOVER",0.6912,8,"AOH_SCHEDULE",216,1,1,1,83,129,1,0.79,0,0.801,0.613,0.6335
ML-GEN-00881,"TRD","WR","BCT","BCT-BVI",543,0,38.888,40.171,1.282,"ES-W40A","DROPPER_DEFECTIVE",0.8053,10,"FOOT_PATROL",70,1,1,1,273,30,1,0.87,0,0.35,0.648,0.6512
ML-GEN-01351,"TRD","CR","BSL","BSL-NGP",465,1,524.443,527.487,3.044,"ES-C54A","CW_WEAR",0.459,10,"EMERGENCY_REPAIR",58,1,1,0,73,145,0,0,0,0.152,0.499,0.5939
ML-GEN-01128,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.608,547.426,1.819,"ES-18B","INSULATOR_FLASHOVER",0.6982,13,"FOOT_PATROL",61,1,1,1,137,70,1,0.99,0,0.297,0.638,0.6498
ML-GEN-01476,"TRD","NR","DLI","NDLS-PWL",389,0,26.51,29.836,3.327,"ES-D07A","CW_WEAR",0.6897,90,"EMERGENCY_REPAIR",66,1,1,0,97,114,1,0.56,0,0.821,0.61,0.7971
ML-GEN-00296,"TRD","CR","BSL","KYN-BSL",386,0,314.949,318.247,3.297,"ES-C52A","INSULATOR_FLASHOVER",0.7448,6,"PREVENTIVE_MAINT",187,1,1,1,97,138,0,0,0,0.269,0.653,0.6365
ML-GEN-00956,"TRD","ECR","DNR","MKA-BKP",417,1,490.801,491.7,0.899,"ES-31A","INSULATOR_FLASHOVER",0.5036,15,"EMERGENCY_REPAIR",42,1,0,1,76,166,0,0,0,0.768,0.115,0.5996
ML-GEN-00286,"TRD","ECR","DNR","DNR-PNBE",454,1,541.621,543.622,2.001,"ES-24B","CANTILEVER_MISALIGN",0.8982,6,"EMERGENCY_REPAIR",54,1,1,1,124,83,0,0,0,0.212,0.68,0.6411
ML-GEN-00394,"TRD","WR","BCT","BCT-BVI",543,1,2.225,5.471,3.246,"ES-W41B","DROPPER_DEFECTIVE",0.7675,7,"EMERGENCY_REPAIR",51,1,1,1,245,30,0,0,1,0.129,0.699,0.5884
ML-GEN-00469,"TRD","CR","BSL","KYN-BSL",386,1,339.049,342.32,3.271,"ES-C50A","INSULATOR_FLASHOVER",0.8285,16,"AOH_SCHEDULE",191,1,1,1,92,121,1,0.63,0,0.379,0.697,0.6624
ML-GEN-01481,"TRD","WR","BCT","BCT-BVI",543,0,6.291,10.079,3.787,"ES-W40A","DROPPER_DEFECTIVE",0.512,16,"POH_SCHEDULE",193,1,1,1,268,30,0,0,0,0.795,0.423,0.6401
ML-GEN-00116,"TRD","ECR","DNR","DNR-PNBE",454,0,541.572,542.262,0.691,"ES-24A","DROPPER_DEFECTIVE",0.4918,13,"EMERGENCY_REPAIR",95,1,1,1,120,130,1,0.67,0,0.728,0.875,0.6384
ML-GEN-01679,"TRD","NR","DLI","GZB-MB",515,0,38.936,43.602,4.667,"ES-D04A","CW_WEAR",0.5808,14,"POH_SCHEDULE",124,1,1,1,117,103,0,0,0,0.552,0.867,0.6562
ML-GEN-00365,"TRD","ECR","DNR","PNBE-RJPB",870,0,546.589,548.94,2.352,"ES-19A","JUMPER_HOTSPOT",0.9687,10,"AOH_SCHEDULE",140,1,1,1,138,97,0,0,1,0.37,0.538,0.6529
ML-GEN-01119,"TRD","NR","DLI","NDLS-PWL",389,0,9.352,10.698,1.346,"ES-D07B","DROPPER_DEFECTIVE",0.7308,9,"FOOT_PATROL",77,1,1,0,110,83,1,0.56,0,0.501,0.775,0.6533
ML-GEN-02383,"TRD","ECR","DNR","BXR-DNR",655,1,611.272,612.087,0.815,"ES-09B","JUMPER_HOTSPOT",0.785,14,"FOOT_PATROL",66,1,1,0,101,94,1,0.93,1,0.515,0.713,0.6567
ML-GEN-00654,"TRD","ECR","DNR","PNBE-RJPB",870,1,545.845,546.712,0.866,"ES-18A","CW_WEAR",0.6883,7,"AOH_SCHEDULE",233,1,1,1,126,91,1,0.93,0,0.441,0.661,0.6351
ML-GEN-02481,"TRD","ECR","DNR","DNR-PNBE",454,1,540.202,542.495,2.292,"ES-25A","JUMPER_HOTSPOT",0.9357,17,"PREVENTIVE_MAINT",117,1,1,1,126,102,0,0,0,0.674,0.563,0.6777
ML-GEN-00309,"TRD","WR","BCT","BVI-VR",208,1,77.717,79.531,1.814,"ES-W44A","NEUTRAL_PTFE",0.7243,11,"PREVENTIVE_MAINT",145,1,1,1,199,30,1,0.6,0,0.148,0.674,0.6398
ML-GEN-01383,"TRD","NR","DLI","GZB-MB",515,1,56.753,61.16,4.407,"ES-D04A","STEADYARM_CORRODED",0.6485,11,"AOH_SCHEDULE",198,1,1,1,102,125,0,0,0,0.857,0.767,0.6401
ML-GEN-02327,"TRD","NR","DLI","NDLS-PWL",389,1,40.343,42.179,1.836,"ES-D07B","DROPPER_DEFECTIVE",0.7583,8,"POH_SCHEDULE",107,1,1,1,123,70,1,0.64,1,0.396,0.766,0.6312
ML-GEN-00809,"TRD","ECR","DNR","BXR-DNR",655,1,613.321,613.837,0.516,"ES-09A","CW_WEAR",0.7158,14,"DEFECT_ATTENDANCE",139,1,1,1,104,113,1,0.78,0,0.479,0.457,0.6592
ML-GEN-02237,"TRD","WR","BCT","BCT-BVI",543,1,13.292,14.224,0.932,"ES-W41A","CW_WEAR",0.4842,13,"EMERGENCY_REPAIR",81,1,1,0,266,30,1,0.56,0,0.48,0.492,0.5992
ML-GEN-00784,"TRD","WR","BCT","BVI-VR",208,0,61.355,62.243,0.888,"ES-W43B","CANTILEVER_MISALIGN",0.7053,20,"FOOT_PATROL",111,1,1,1,207,30,1,0.95,0,0.143,0.639,0.6418
ML-GEN-00178,"TRD","CR","BSL","BSL-NGP",465,0,713.317,717.128,3.811,"ES-C54B","CW_WEAR",0.6078,14,"AOH_SCHEDULE",162,1,1,1,70,141,1,0.97,0,0.328,0.485,0.6345
ML-GEN-01037,"TRD","WR","BCT","BVI-VR",208,1,80.818,85.3,4.482,"ES-W44A","DROPPER_DEFECTIVE",0.5633,12,"POH_SCHEDULE",186,1,1,1,178,30,1,0.64,0,0.291,0.811,0.6204
ML-GEN-00785,"TRD","CR","BSL","KYN-BSL",386,0,140.616,143.951,3.334,"ES-C51B","NEUTRAL_PTFE",0.739,55,"EMERGENCY_REPAIR",76,1,1,0,83,130,1,0.95,0,0.531,0.517,0.7174
ML-GEN-01188,"TRD","NR","DLI","GZB-MB",515,0,53.765,58.099,4.334,"ES-D04A","CW_WEAR",0.8075,88,"PREVENTIVE_MAINT",126,1,1,1,125,88,1,0.97,0,0.583,0.589,0.807
ML-GEN-00890,"TRD","ECR","DNR","BXR-DNR",655,1,610.634,613.066,2.432,"ES-09B","INSULATOR_FLASHOVER",0.985,12,"DEFECT_ATTENDANCE",56,1,1,1,108,123,1,0.96,0,0.705,0.424,0.6752
ML-GEN-00017,"TRD","NR","DLI","NDLS-PWL",389,0,0.927,2.352,1.425,"ES-D07B","CW_WEAR",0.7008,19,"AOH_SCHEDULE",167,1,1,1,143,74,1,0.73,0,0.329,0.845,0.6619
ML-GEN-00201,"TRD","WR","BCT","BCT-BVI",543,1,9.579,13.408,3.829,"ES-W40B","INSULATOR_FLASHOVER",0.9185,13,"POH_SCHEDULE",185,1,1,1,270,30,1,0.67,1,0.339,0.899,0.6852
ML-GEN-00348,"TRD","WR","BCT","BVI-VR",208,1,83.86,88.394,4.534,"ES-W43A","STEADYARM_CORRODED",0.69,14,"FOOT_PATROL",101,1,1,1,195,30,1,0.58,1,0.367,0.609,0.6448
ML-GEN-01442,"TRD","WR","BCT","BVI-VR",208,1,57.509,61.851,4.342,"ES-W43A","DROPPER_DEFECTIVE",0.5242,10,"PREVENTIVE_MAINT",165,1,1,1,185,58,1,0.74,0,0.465,0.5,0.6175
ML-GEN-00062,"TRD","CR","BSL","KYN-BSL",386,1,87.999,88.628,0.629,"ES-C50B","NEUTRAL_PTFE",0.5345,13,"POH_SCHEDULE",157,1,1,1,88,160,1,0.52,0,0.227,0.46,0.611
ML-GEN-01911,"TRD","NR","DLI","GZB-MB",515,0,55.951,57.1,1.149,"ES-D04A","ANTICREEP_DEFECT",0.6572,4,"POH_SCHEDULE",172,1,1,1,144,69,1,0.59,0,0.408,0.623,0.6007
ML-GEN-02035,"TRD","NR","DLI","GZB-MB",515,1,55.026,57.393,2.367,"ES-D04A","CW_WEAR",0.5968,10,"AOH_SCHEDULE",150,1,1,1,131,92,0,0,0,0.482,0.833,0.6432
ML-GEN-02260,"TRD","ECR","DNR","BXR-DNR",655,1,612.012,614.542,2.53,"ES-10A","BIRD_MENACE",0.937,10,"DEFECT_ATTENDANCE",96,1,1,1,101,146,1,0.88,0,0.519,0.452,0.652
ML-GEN-00554,"TRD","WR","BCT","BCT-BVI",543,1,53.084,54.185,1.101,"ES-W41B","CW_WEAR",0.5145,13,"PREVENTIVE_MAINT",139,1,1,1,275,30,1,0.62,1,0.34,0.735,0.612
ML-GEN-01664,"TRD","ECR","DNR","DNR-PNBE",454,0,540.727,542.594,1.867,"ES-25A","CW_WEAR",0.5999,12,"DEFECT_ATTENDANCE",70,1,1,0,113,116,1,0.57,1,0.256,0.591,0.6203
ML-GEN-01479,"TRD","CR","BSL","BSL-NGP",465,1,698.735,701.257,2.523,"ES-C54B","JUMPER_HOTSPOT",0.9583,10,"AOH_SCHEDULE",139,1,1,1,69,163,1,0.6,0,0.827,0.237,0.6547
ML-GEN-00864,"TRD","CR","BSL","BSL-NGP",465,0,765.945,767.797,1.851,"ES-C53B","JUMPER_HOTSPOT",0.7903,10,"AOH_SCHEDULE",257,1,1,1,72,165,1,0.86,0,0.451,0.369,0.6414
ML-GEN-00515,"TRD","WR","BCT","BVI-VR",208,1,71.236,73.205,1.968,"ES-W43A","CANTILEVER_MISALIGN",0.6047,18,"AOH_SCHEDULE",202,1,1,1,223,30,1,0.74,1,0.2,0.81,0.6611
ML-GEN-00645,"TRD","NR","DLI","NDLS-GZB",823,1,7.932,10.558,2.626,"ES-D02A","CANTILEVER_MISALIGN",0.6705,13,"EMERGENCY_REPAIR",45,1,0,1,162,30,0,0,0,0.445,0.488,0.6332
ML-GEN-00871,"TRD","CR","BSL","BSL-NGP",465,1,583.917,586.632,2.715,"ES-C53B","ANTICREEP_DEFECT",0.5477,12,"PREVENTIVE_MAINT",174,1,1,1,60,164,0,0,0,0.882,0.299,0.6333
ML-GEN-01385,"TRD","ECR","DNR","MKA-BKP",417,0,491.707,492.764,1.057,"ES-31A","JUMPER_HOTSPOT",0.7044,16,"DEFECT_ATTENDANCE",72,1,1,1,83,129,0,0,0,0.893,0.822,0.6707
ML-GEN-00456,"TRD","WR","BCT","BVI-VR",208,1,89.852,93.984,4.132,"ES-W43A","INSULATOR_FLASHOVER",0.9182,12,"POH_SCHEDULE",136,1,1,1,191,30,1,0.67,1,0.401,0.83,0.6615
ML-GEN-00210,"TRD","ECR","DNR","DNR-PNBE",454,1,542.047,543.7,1.653,"ES-24A","INSULATOR_FLASHOVER",0.7644,12,"FOOT_PATROL",32,1,1,0,122,106,1,0.82,0,0.328,0.447,0.6191
ML-GEN-02273,"TRD","CR","BSL","BSL-NGP",465,1,528.222,530.515,2.292,"ES-C53A","INSULATOR_FLASHOVER",0.9424,10,"DEFECT_ATTENDANCE",80,1,1,0,81,123,1,0.63,0,0.595,0.601,0.6496
ML-GEN-01051,"TRD","ECR","DNR","BXR-DNR",655,0,612.927,614.767,1.84,"ES-09B","CW_WEAR",0.6396,12,"EMERGENCY_REPAIR",79,1,1,0,102,142,0,0,0,0.416,0.811,0.6329
ML-GEN-01630,"TRD","WR","BCT","BCT-BVI",543,1,2.878,4.436,1.558,"ES-W42A","INSULATOR_FLASHOVER",0.8978,15,"POH_SCHEDULE",153,1,1,1,258,30,1,0.67,1,0.107,0.738,0.6493
ML-GEN-00134,"TRD","NR","DLI","NDLS-PWL",389,0,29.678,30.502,0.824,"ES-D06B","DROPPER_DEFECTIVE",0.4374,9,"POH_SCHEDULE",148,1,1,1,96,114,0,0,0,0.23,0.567,0.5957
ML-GEN-01432,"TRD","WR","BCT","BCT-BVI",543,1,51.049,51.855,0.806,"ES-W40A","INSULATOR_FLASHOVER",0.6351,12,"PREVENTIVE_MAINT",162,1,1,1,275,30,1,0.95,1,0.835,0.651,0.613
ML-GEN-00688,"TRD","ECR","DNR","BXR-DNR",655,0,610.741,613.695,2.954,"ES-09B","DROPPER_DEFECTIVE",0.7709,13,"AOH_SCHEDULE",170,1,1,1,99,116,1,0.55,0,0.243,0.417,0.6341
ML-GEN-00748,"TRD","CR","BSL","KYN-BSL",386,0,375.175,379.674,4.499,"ES-C52A","CANTILEVER_MISALIGN",0.7683,7,"AOH_SCHEDULE",181,1,1,1,71,141,1,0.96,0,0.736,0.178,0.6232
ML-GEN-00503,"TRD","WR","BCT","BCT-BVI",543,1,42.685,44.722,2.036,"ES-W40A","JUMPER_HOTSPOT",0.8379,12,"FOOT_PATROL",67,1,1,1,246,30,1,0.57,1,0.656,0.434,0.6542
ML-GEN-02164,"TRD","ECR","DNR","BXR-DNR",655,1,613.153,615.39,2.237,"ES-10A","CW_WEAR",0.676,6,"PREVENTIVE_MAINT",142,1,1,1,76,145,1,0.63,0,0.581,0.307,0.6103
ML-GEN-02242,"TRD","NR","DLI","GZB-MB",515,0,59.643,62.406,2.763,"ES-D05B","CANTILEVER_MISALIGN",0.5817,10,"POH_SCHEDULE",190,1,1,1,124,111,0,0,0,0.89,0.51,0.6331
ML-GEN-00395,"TRD","CR","BSL","BSL-NGP",465,1,687.276,690.288,3.012,"ES-C53B","DROPPER_DEFECTIVE",0.7532,6,"DEFECT_ATTENDANCE",87,1,1,0,65,180,1,0.66,0,0.342,0.177,0.6093
ML-GEN-02277,"TRD","CR","BSL","BSL-NGP",465,0,465.02,466.443,1.423,"ES-C53A","DROPPER_DEFECTIVE",0.5132,12,"PREVENTIVE_MAINT",150,1,1,1,72,136,1,0.85,0,0.827,0.433,0.63
ML-GEN-01462,"TRD","WR","BCT","BCT-BVI",543,0,3.041,6.53,3.49,"ES-W40B","ANTICREEP_DEFECT",0.6621,16,"DEFECT_ATTENDANCE",119,1,1,1,240,30,0,0,1,0.422,0.667,0.6252
ML-GEN-00508,"TRD","CR","BSL","KYN-BSL",386,0,230.188,232.165,1.977,"ES-C50B","CANTILEVER_MISALIGN",0.6036,83,"DEFECT_ATTENDANCE",136,1,1,1,95,94,1,0.93,0,0.498,0.646,0.7702
ML-GEN-00777,"TRD","WR","BCT","BCT-BVI",543,0,21.27,22.281,1.011,"ES-W40A","CW_WEAR",0.6176,17,"DEFECT_ATTENDANCE",83,1,1,0,271,30,1,0.72,1,0.343,0.502,0.6241
ML-GEN-01967,"TRD","ECR","DNR","PNBE-RJPB",870,1,547.216,548.564,1.349,"ES-18A","INSULATOR_FLASHOVER",0.5497,12,"POH_SCHEDULE",204,1,1,1,114,88,1,0.85,1,0.626,0.727,0.6194
ML-GEN-01846,"TRD","CR","BSL","BSL-NGP",465,1,657.984,662.381,4.397,"ES-C54B","CW_WEAR",0.4838,12,"FOOT_PATROL",118,1,1,1,60,178,1,0.62,0,0.462,0.486,0.5804
ML-GEN-01158,"TRD","ECR","DNR","DNR-PNBE",454,0,541.296,542.027,0.731,"ES-24B","NEUTRAL_PTFE",0.5951,35,"EMERGENCY_REPAIR",42,1,0,1,97,116,1,0.51,0,0.31,0.878,0.684
ML-GEN-01718,"TRD","CR","BSL","BSL-NGP",465,1,574.046,576.35,2.305,"ES-C54A","NEUTRAL_PTFE",0.9188,13,"AOH_SCHEDULE",179,1,1,1,67,173,1,0.68,0,0.859,0.42,0.6538
ML-GEN-00825,"TRD","WR","BCT","BVI-VR",208,0,74.45,78.113,3.663,"ES-W44A","CANTILEVER_MISALIGN",0.6402,15,"AOH_SCHEDULE",193,1,1,1,157,81,1,0.85,1,0.861,0.546,0.649
ML-GEN-01780,"TRD","CR","BSL","BSL-NGP",465,1,568.696,573.099,4.404,"ES-C53B","BIRD_MENACE",0.7168,14,"AOH_SCHEDULE",196,1,1,1,73,158,0,0,0,0.868,0.482,0.6513
ML-GEN-01316,"TRD","WR","BCT","BVI-VR",208,1,59.866,62.598,2.732,"ES-W43A","DROPPER_DEFECTIVE",0.5696,13,"DEFECT_ATTENDANCE",54,1,0,1,215,30,1,0.74,0,0.782,0.712,0.6519
ML-GEN-00091,"TRD","NR","DLI","GZB-MB",515,0,39.512,41.819,2.308,"ES-D05B","CW_WEAR",0.7318,13,"DEFECT_ATTENDANCE",34,1,1,1,115,85,0,0,1,0.855,0.823,0.6569
