"failure_id","failure_timestamp","failure_date","failure_hour","failure_month","station_code","division","zone_code","zone_name","failed_gear_type","failed_gear_type_name","gear_number","asset_id","severity","nature_of_fault","root_cause_category","environmental_factor","detection_method","detection_delay_minutes","detention_minutes","trains_affected","restoration_timestamp","restoration_duration_minutes","restoration_duration_formatted","restoration_action","attending_supervisor","reported_by","status","bdms_emergency_token","transfer_status","requested_block_minutes","traffic_impact","asset_age_years","asset_codal_expired","asset_make","is_monsoon_related","latitude","longitude","sensor_voltage_V","sensor_current_A","sensor_vibration_mm_s","sensor_temperature_C","sensor_humidity_pct","sensor_insulation_resistance_MOhm"
"SFR-006119","2026-08-07 19:25:00","2026-08-07",0,"Aug","Bilaspur Jn","Mughalsarai","ECR","East Central Railway","CF","Cable Fault","GR-58149","CBL-000736","Medium","Cable theft at isolated location between stations","External/Vandalism","Heavy Rain","CMS Auto Alert",8,99,16,"2026-08-07 21:02:00",97,"1h 37m","Emergency cable jointing done with cold shrink kit","Satish Chandra (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-ECR-06119","Emergency Block Granted in BDMS",30,"99m detention · 9 trains affected",7,FALSE,"Medha",TRUE,15.67,75.36,,,,31.61,90.25,95.25
"SFR-006120","2026-05-29 09:59:00","2026-05-29",15,"May","Jaipur Jn","Agra","NCR","North Central Railway","RF","Relay Failure","GR-28182","RLY-000587","Medium","Coil winding open circuit due to thermal stress","Electrical","Dust Storm","CMS Auto Alert",4,50,9,"2026-05-29 10:56:00",57,"0h 57m","Re-terminated cable at location box and tested","Mohit Pandey (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NCR-06120","Emergency Block Granted in BDMS",90,"50m detention · 5 trains affected",2,FALSE,"HBL",FALSE,17.86,70.47,23.05,0.04,0.85,52.63,51.53,497
"SFR-006121","2026-02-15 21:34:00","2026-02-15",3,"Feb","New Delhi","Adra","SER","South Eastern Railway","SF","Signal Failure","GR-11143","CLS-001344","Medium","Optical alignment lost after heavy wind/storm","Other","Normal","Station Master Report",31,31,8,"2026-02-15 22:25:00",51,"0h 51m","Replaced track circuit tuning unit and calibrated","Rajesh Kumar (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SER-06121","Emergency Block Granted in BDMS",30,"31m detention · 3 trains affected",5,FALSE,"Bombardier",FALSE,20.98,75.31,23.7,0.97,0.11,31.15,37.68,201.94
"SFR-006122","2026-08-31 09:27:00","2026-08-31",14,"Aug","Secunderabad Jn","Hubballi","SWR","South Western Railway","BIF","Block Instrument Failure","GR-66972","BLK-000906","High","Token coupling mechanism wear causing misdelivery","Mechanical","Storm/Lightning","CMS Auto Alert",35,16,3,"2026-08-31 10:38:00",71,"1h 11m","Replaced damaged LED unit and checked aspect clarity","Bharat Bhushan (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SWR-06122","Emergency Block Granted in BDMS",45,"16m detention · 1 trains affected",10,FALSE,"BHEL",TRUE,21.62,93.07,24.24,0.66,1.28,35.85,75.24,149.25
"SFR-006123","2026-05-14 18:01:00","2026-05-14",23,"May","Thiruvananthapuram","Chakradharpur","SER","South Eastern Railway","ACF","Axle Counter Failure","GR-75726","AXC-001983","Medium","Wheel flat causing irregular detection pulse","Other","Extreme Heat","SSE/JE Patrol",49,5,1,"2026-05-14 19:03:00",62,"1h 2m","Replaced track circuit tuning unit and calibrated","Ravi Shankar (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",60,"5m detention · 1 trains affected",16,TRUE,"Alstom",FALSE,29.53,73.38,24.33,1.21,2.27,46.29,56.39,104.54
"SFR-006124","2025-11-01 07:17:00","2025-11-01",12,"Nov","Howrah Jn","Rajkot","WR","Western Railway","PF","Point Failure","GR-00414","PNT-000674","Medium","Detection rod bent due to track maintenance disturbance","Other","Cyclone","CMS Auto Alert",21,41,7,"2025-11-01 07:57:00",40,"0h 40m","Replaced track circuit tuning unit and calibrated","Brij Kishore (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-WR-06124","Emergency Block Granted in BDMS",30,"41m detention · 4 trains affected",17,TRUE,"Hitachi",FALSE,20.74,90.1,114.11,2.42,5.02,37.52,47.94,155.35
"SFR-006125","2026-05-04 16:27:00","2026-05-04",21,"May","Raipur Jn","Bhopal","WCR","West Central Railway","TCF","Track Circuit Failure","GR-94135","TC-001551","High","Relay contact oxidation causing intermittent drop","Other","Flooding","SSE/JE Patrol",30,19,2,"2026-05-04 17:43:00",76,"1h 16m","Replaced damaged LED unit and checked aspect clarity","Kamlesh Joshi (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-WCR-06125","Emergency Block Granted in BDMS",60,"19m detention · 1 trains affected",9,FALSE,"BHEL",FALSE,10.47,74.95,11.76,0.24,1.55,46.43,64.39,52.18
"SFR-006126","2026-08-08 19:51:00","2026-08-08",1,"Aug","Thiruvananthapuram","Chakradharpur","SER","South Eastern Railway","ACF","Axle Counter Failure","GR-75726","AXC-001983","Medium","Cross-talk between adjacent axle counter sections","Other","Heavy Rain","Station Master Report",38,27,4,"2026-08-08 20:33:00",42,"0h 42m","Replaced track circuit tuning unit and calibrated","Pankaj Dubey (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SER-06126","Emergency Block Granted in BDMS",90,"27m detention · 2 trains affected",16,TRUE,"Alstom",TRUE,29.53,73.38,23.45,1.43,3.06,35.31,84.68,107.42
"SFR-006127","2026-03-24 21:53:00","2026-03-24",3,"Mar","Guntakal Jn","Bikaner","NWR","North Western Railway","SF","Signal Failure","GR-52555","CLS-001945","High","Optical alignment lost after heavy wind/storm","Other","Normal","Driver Report",10,38,6,"2026-03-25 00:15:00",142,"2h 22m","Replaced track circuit tuning unit and calibrated","Baldev Arora (JE/Sig)","Tech/Sig","Under Investigation","BDMS-EMG-2026-NWR-06127","Emergency Block Granted in BDMS",45,"38m detention · 3 trains affected",24,FALSE,"Bombardier",FALSE,32.29,72.81,22.92,0.6,0.28,35.33,42.64,196.31
"SFR-006128","2025-11-24 18:12:00","2025-11-24",23,"Nov","Guwahati","Jabalpur","WCR","West Central Railway","TCF","Track Circuit Failure","GR-88062","TC-000713","Critical","Insulated rail joint (IRJ) failure bridging track sections","Other","Normal","CMS Auto Alert",8,9,3,"2025-11-24 19:40:00",88,"1h 28m","Rewired terminal connections and megger tested","Om Prakash (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-WCR-06128","Emergency Block Granted in BDMS",30,"9m detention · 1 trains affected",15,FALSE,"Thales",FALSE,11.85,74.7,11.87,-0.04,0.65,33.36,54.59,38.04
"SFR-006129","2025-10-29 01:42:00","2025-10-29",7,"Oct","Kharagpur Jn","Nagpur","SECR","South East Central Railway","RF","Relay Failure","GR-45188","RLY-000565","High","Relay base socket corrosion in humid conditions","Aging/Degradation","Normal","CMS Auto Alert",53,3,3,"2025-10-29 04:32:00",170,"2h 50m","Restored from UPS backup and checked battery health","Naveen Kulkarni (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-SECR-06129","Emergency Block Granted in BDMS",60,"3m detention · 1 trains affected",17,FALSE,"GE Transportation",FALSE,23.16,72.78,23.76,0.39,0.6,35.75,46.66,492.67
"SFR-006130","2026-03-04 23:17:00","2026-03-04",4,"Mar","Wadi Jn","Bilaspur","SECR","South East Central Railway","PSF","Power Supply Failure","GR-09104","PWR-000551","Critical","Lightning surge damage to power distribution panel","External/Vandalism","Normal","IoT Sensor Alert",6,128,16,"2026-03-05 00:09:00",52,"0h 52m","Replaced damaged LED unit and checked aspect clarity","Nitin Agarwal (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",45,"128m detention · 12 trains affected",22,TRUE,"Bombardier",FALSE,18.36,81.43,232.34,14.75,0.9,49.15,44.25,53.5
"SFR-006131","2026-05-18 04:00:00","2026-05-18",9,"May","Kharagpur Jn","Waltair","ECoR","East Coast Railway","PF","Point Failure","GR-03847","PNT-000931","High","Ballast accumulation preventing full stroke movement","Contamination","Extreme Heat","SSE/JE Patrol",6,155,20,"2026-05-18 05:59:00",119,"1h 59m","Realigned signal post and checked optical alignment","Chandan Singh (JE/Sig)","CMS Alert","Restored",,"Pending Emergency Dispatch",60,"155m detention · 15 trains affected",21,TRUE,"Medha",FALSE,23.31,71.3,111.32,2.43,4.99,55.18,57.14,149.46
"SFR-006132","2026-05-26 17:28:00","2026-05-26",22,"May","Visakhapatnam","Chakradharpur","SER","South Eastern Railway","PF","Point Failure","GR-85199","PNT-001173","High","Motor brush wear beyond acceptable limits","Mechanical","Normal","Driver Report",15,22,6,"2026-05-26 18:54:00",86,"1h 26m","Bypassed faulty section temporarily per safety protocol","Hemant Bansal (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-SER-06132","Emergency Block Granted in BDMS",60,"22m detention · 2 trains affected",15,TRUE,"HBL",FALSE,31.9,73.84,103.65,2.54,3.71,54.19,64.92,170.44
"SFR-006133","2026-02-07 03:46:00","2026-02-07",9,"Feb","Balharshah Jn","Adra","SER","South Eastern Railway","LCF","Level Crossing Failure","GR-51731","LC-000296","Low","Lifting barrier hydraulic pump leak","Other","Extreme Heat","CMS Auto Alert",6,191,25,"2026-02-07 04:48:00",62,"1h 2m","OFC splicing done and OTDR tested for loss","Girish Kale (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-SER-06133","Emergency Block Granted in BDMS",30,"191m detention · 19 trains affected",30,TRUE,"Kyosan",FALSE,10.2,91.19,112.7,2.88,2.78,37.67,44.14,64.76
"SFR-006134","2026-02-09 03:13:00","2026-02-09",8,"Feb","Ramagundam","Delhi","NR","Northern Railway","ACF","Axle Counter Failure","GR-03564","AXC-001918","Low","Cross-talk between adjacent axle counter sections","Other","Normal","SSE/JE Patrol",20,39,6,"2026-02-09 04:52:00",99,"1h 39m","Rewired terminal connections and megger tested","Amit Sharma (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-NR-06134","Emergency Block Granted in BDMS",90,"39m detention · 3 trains affected",29,TRUE,"Medha",FALSE,14.43,75.15,23.3,1.18,2.88,35.45,46.77,97.19
"SFR-006135","2026-07-28 18:36:00","2026-07-28",0,"Jul","Dhanbad Jn","Chennai","SR","Southern Railway","SF","Signal Failure","GR-50409","CLS-000035","Low","Phantom signal due to sun reflection (sun-phantom effect)","Other","Storm/Lightning","Station Master Report",16,105,17,"2026-07-28 18:56:00",20,"0h 20m","Re-terminated cable at location box and tested","Dinesh Prasad (JE/Sig)","CMS Alert","Restored",,"Pending Emergency Dispatch",30,"105m detention · 10 trains affected",29,TRUE,"Medha",TRUE,31.59,81.31,23.07,0.57,0,35.59,73.25,210.62
"SFR-006136","2026-07-15 05:13:00","2026-07-15",10,"Jul","Guntakal Jn","Nagpur","SECR","South East Central Railway","PSF","Power Supply Failure","GR-21488","PWR-000416","Low","Battery bank cell failure reducing backup capacity","Other","Heavy Rain","Driver Report",16,149,19,"2026-07-15 09:30:00",257,"4h 17m","Realigned signal post and checked optical alignment","Raghav Pandey (SSE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",60,"149m detention · 14 trains affected",24,TRUE,"Medha",TRUE,11.33,92.14,226.45,15.03,0.16,48.26,75.31,47.11
"SFR-006137","2025-09-08 23:09:00","2025-09-08",4,"Sept","Howrah Jn","Samastipur","ECR","East Central Railway","TCF","Track Circuit Failure","GR-42079","TC-000248","Critical","Leaf fall contamination blocking electrical contact","Electrical","Normal","Station Master Report",1,17,6,"2025-09-09 00:53:00",104,"1h 44m","Emergency cable jointing done with cold shrink kit","Sudhir Saxena (SSE/Sig)","SM/Station Master","Under Investigation","BDMS-EMG-2026-ECR-06137","Emergency Block Granted in BDMS",60,"17m detention · 1 trains affected",26,TRUE,"Kyosan",TRUE,30.32,72.58,12.31,0.1,1.21,37.48,82.83,46.77
"SFR-006138","2026-06-19 00:16:00","2026-06-19",5,"Jun","Asansol Jn","Jaipur","NWR","North Western Railway","TCF","Track Circuit Failure","GR-80427","TC-001053","Medium","Leaf fall contamination blocking electrical contact","Electrical","Heavy Rain","CMS Auto Alert",65,8,2,"2026-06-19 03:57:00",221,"3h 41m","Replaced faulty component and tested","Kishore Nath (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NWR-06138","Emergency Block Granted in BDMS",60,"8m detention · 1 trains affected",27,TRUE,"Alstom",TRUE,29.58,72.49,11.7,0.26,1.06,45.09,74.02,55.1
"SFR-006139","2026-06-28 00:34:00","2026-06-28",6,"Jun","New Delhi","Jhansi","NCR","North Central Railway","PSF","Power Supply Failure","GR-30001","PWR-001050","High","Charger rectifier unit tripping on overload","Other","Heavy Rain","IoT Sensor Alert",12,12,4,"2026-06-28 01:25:00",51,"0h 51m","Replaced blown fuse and checked entire circuit","Tapan Roy (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-NCR-06139","Emergency Block Granted in BDMS",60,"12m detention · 1 trains affected",21,TRUE,"GE Transportation",TRUE,27.22,78.99,217.68,15.16,1.45,55.66,67.95,53.44
"SFR-006140","2025-12-06 00:15:00","2025-12-06",5,"Dec","Moradabad Jn","Sambalpur","ECoR","East Coast Railway","PF","Point Failure","GR-44312","PNT-000352","Medium","Detection rod bent due to track maintenance disturbance","Other","Extreme Heat","Station Master Report",26,14,3,"2025-12-06 01:15:00",60,"1h 0m","Replaced blown fuse and checked entire circuit","Vikram Patel (JE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",60,"14m detention · 1 trains affected",4,FALSE,"Siemens",FALSE,24.9,78.05,111.19,2.58,4.99,35.68,48.67,159.51
"SFR-006141","2026-04-27 18:09:00","2026-04-27",23,"Apr","Ajmer Jn","Madgaon","KRCL","Konkan Railway","TCF","Track Circuit Failure","GR-17671","TC-001561","High","Track circuit feed-end transformer winding open","Electrical","Normal","IoT Sensor Alert",43,21,5,"2026-04-27 22:45:00",276,"4h 36m","Replaced corroded relay contacts and tested pickup/drop values","Kishore Nath (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-KRCL-06141","Emergency Block Granted in BDMS",60,"21m detention · 2 trains affected",17,FALSE,"Thales",FALSE,9.32,85.32,11.97,-0.01,2.46,43.37,57.17,43.99
"SFR-006142","2026-09-09 16:03:00","2026-09-09",21,"Sept","Ajmer Jn","Sonpur","ECR","East Central Railway","CF","Cable Fault","GR-31442","CBL-000946","Medium","Armoured cable corrosion in coastal/saline environment","Aging/Degradation","Storm/Lightning","Station Master Report",3,11,2,"2026-09-09 16:45:00",42,"0h 42m","Replaced blown fuse and checked entire circuit","Sudhir Saxena (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-ECR-06142","Emergency Block Granted in BDMS",90,"11m detention · 1 trains affected",29,TRUE,"BHEL",TRUE,29.45,68.68,,,,29.85,86,96.51
"SFR-006143","2026-01-22 23:53:00","2026-01-22",5,"Jan","Kharagpur Jn","Ambala","NR","Northern Railway","SF","Signal Failure","GR-88845","CLS-001243","Medium","Phantom signal due to sun reflection (sun-phantom effect)","Other","Normal","Station Master Report",13,27,5,"2026-01-23 01:01:00",68,"1h 8m","Bypassed faulty section temporarily per safety protocol","Bharat Bhushan (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-NR-06143","Emergency Block Granted in BDMS",60,"27m detention · 2 trains affected",17,FALSE,"GE Transportation",FALSE,33.47,87.14,23.03,1.05,1.16,29.79,40.08,194.07
"SFR-006144","2026-06-10 07:28:00","2026-06-10",12,"Jun","Visakhapatnam","Bhusaval","CR","Central Railway","PSF","Power Supply Failure","GR-02317","PWR-000145","Low","Battery bank cell failure reducing backup capacity","Other","Heavy Rain","Driver Report",44,5,0,"2026-06-10 09:09:00",101,"1h 41m","OFC splicing done and OTDR tested for loss","Tapan Roy (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-CR-06144","Emergency Block Granted in BDMS",45,"5m detention · 1 trains affected",5,FALSE,"Thales",TRUE,25.87,73.34,229.35,15.05,1.05,53.43,60.23,64.65
"SFR-006145","2026-03-12 06:08:00","2026-03-12",11,"Mar","Ajmer Jn","Madgaon","KRCL","Konkan Railway","SF","Signal Failure","GR-08505","CLS-000400","Critical","Phantom signal due to sun reflection (sun-phantom effect)","Other","Normal","SSE/JE Patrol",1,43,9,"2026-03-12 06:26:00",18,"0h 18m","Repaired cable joint and verified insulation resistance","Pankaj Dubey (SSE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",45,"43m detention · 4 trains affected",11,FALSE,"Siemens",FALSE,13.87,74.25,23.66,0.55,0.63,35.52,46.4,198.17
"SFR-006146","2026-02-25 05:01:00","2026-02-25",10,"Feb","Wadi Jn","Kota","WCR","West Central Railway","SF","Signal Failure","GR-08507","CLS-001428","High","Colour light transformer secondary winding open","Other","Heavy Rain","Station Master Report",6,72,10,"2026-02-25 08:01:00",180,"3h 0m","Emergency cable jointing done with cold shrink kit","Ganesh Iyer (JE/Sig)","JE/Sig","Under Investigation","BDMS-EMG-2026-WCR-06146","Emergency Block Granted in BDMS",45,"72m detention · 7 trains affected",20,FALSE,"Alstom",FALSE,11.53,68.55,23.99,0.67,0.84,33.6,42.92,199.25
"SFR-006147","2026-08-19 15:46:00","2026-08-19",21,"Aug","Ranchi Jn","Jaipur","NWR","North Western Railway","TCF","Track Circuit Failure","GR-31037","TC-001333","Low","Track circuit feed-end transformer winding open","Electrical","Storm/Lightning","CMS Auto Alert",4,61,12,"2026-08-19 16:11:00",25,"0h 25m","Replaced track circuit tuning unit and calibrated","Nitin Agarwal (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NWR-06147","Emergency Block Granted in BDMS",60,"61m detention · 6 trains affected",20,TRUE,"Siemens",TRUE,32.16,79.63,11.87,0.04,0.68,35.62,88.01,31.82
"SFR-006148","2026-02-07 02:46:00","2026-02-07",8,"Feb","Kazipet Jn","Palghat","SR","Southern Railway","TCF","Track Circuit Failure","GR-24074","TC-000892","Medium","Tuning unit capacitor failure changing resonant frequency","Other","Normal","SSE/JE Patrol",4,18,6,"2026-02-07 03:42:00",56,"0h 56m","Realigned signal post and checked optical alignment","Govind Ram (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SR-06148","Emergency Block Granted in BDMS",30,"18m detention · 1 trains affected",24,TRUE,"HBL",FALSE,33.34,73.05,12.28,0.01,1.45,35.69,49.39,41.69
"SFR-006149","2026-08-20 11:19:00","2026-08-20",16,"Aug","Jammu Tawi","Ajmer","NWR","North Western Railway","RF","Relay Failure","GR-15395","RLY-001998","High","Spring tension loss causing sluggish pickup","Other","Normal","Station Master Report",9,34,9,"2026-08-20 11:37:00",18,"0h 18m","Earthing resistance improved to below 1 ohm","Baldev Arora (JE/Sig)","CMS Alert","Restored",,"Pending Emergency Dispatch",30,"34m detention · 3 trains affected",31,TRUE,"Thales",TRUE,24.09,72.9,24.63,0.24,1.81,36.46,68.41,494.91
"SFR-006150","2026-06-03 02:12:00","2026-06-03",7,"Jun","Kanpur Central","Danapur","ECR","East Central Railway","EIF","Electronic Interlocking Failure","GR-58428","EI-000146","Medium","Configuration mismatch after software patch update","Software/Communication","Normal","CMS Auto Alert",8,38,6,"2026-06-03 02:46:00",34,"0h 34m","Bypassed faulty section temporarily per safety protocol","Yogesh Soni (SSE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",30,"38m detention · 3 trains affected",21,TRUE,"Kyosan",TRUE,32.58,88.38,24.51,5.26,0.17,44.96,57.44,991.92
"SFR-006151","2026-07-08 01:05:00","2026-07-08",6,"Jul","Ambala Cantt","Izzatnagar","NER","North Eastern Railway","TCF","Track Circuit Failure","GR-87290","TC-001367","Medium","Bond wire high resistance due to corroded weld","Other","Fog","Station Master Report",83,10,2,"2026-07-08 01:31:00",26,"0h 26m","OFC splicing done and OTDR tested for loss","Ishwar Dayal (JE/Sig)","CMS Alert","Restored",,"Pending Emergency Dispatch",30,"10m detention · 1 trains affected",21,TRUE,"BHEL",TRUE,24.5,79.26,11.96,0.35,1.17,36.37,83.15,55.83
"SFR-006152","2026-06-13 07:48:00","2026-06-13",13,"Jun","Lucknow NR","Kota","WCR","West Central Railway","PF","Point Failure","GR-75572","PNT-000554","High","Friction clutch torque exceeded due to heavy contamination","Mechanical","Heavy Rain","CMS Auto Alert",29,19,2,"2026-06-13 08:39:00",51,"0h 51m","Emergency cable jointing done with cold shrink kit","Kishore Nath (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-WCR-06152","Emergency Block Granted in BDMS",60,"19m detention · 1 trains affected",25,TRUE,"Alstom",TRUE,18.69,70.93,109.08,2.53,4.71,49.16,76.63,144.33
"SFR-006153","2025-11-30 18:14:00","2025-11-30",23,"Nov","Surat","Sealdah","ER","Eastern Railway","TCF","Track Circuit Failure","GR-63978","TC-001108","High","Cable insulation breakdown due to moisture ingress","Environmental","Normal","CMS Auto Alert",6,64,11,"2025-11-30 19:43:00",89,"1h 29m","Realigned signal post and checked optical alignment","Dharmendra Pal (JE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",45,"64m detention · 6 trains affected",7,FALSE,"BHEL",FALSE,8.56,72.36,12.31,0.09,0.18,30.22,56.31,51.98
